tweet,label,label_type
kak coba kasih saran beli hp second tipu komponen hardwere yg udah ganti dong macam apk utools tp versi android,neg,0
tahun gw yakin implementasi umum jalan pakai begini,neg,0
takut cewe depan pencet gitu,neg,0
depan compare otak bagai ganti mata orang buta,neg,0
coz pandang depan,pos,1
ada tau gak kamera buat rekam pegang sama iqbal apa,neg,0
nunggu brand china bikin siapa tau lebih murah,neg,0
bang kalo main mobile legend pubg,neg,0
salfok sama sepatu tamnel,pos,1
liat klo pake kek orang mabok lem ya,pos,1
itu yg pegang pas awal vivo x pro bang,neg,0
yang jadi tanya berat ga,neg,0
bg review dong hp viral nih techno spark pro nfc yg cuma ribu,neg,0
bentar android ngeluarin beda nama liat aja yg jelas lebih murah wkwk,neg,0
apa film oasis bakl nyata,neg,0
kaya orang gila,neg,0
halo guys david masa depan,pos,1
buat ngerjain tugas kerja rebah enak kayak nih,neg,0
bang review redmi note series,neg,0
kaya orang aneh kalau bawa kmnapple visoin pro design nya musti bagusin lagi,pos,1
ada vitur night vision gak bang jadi kalo situasi gelap gulita tetep liat,neg,0
mgkin protekting kak biar gk d guna brkendara karna bahaya,neg,0
shm kok gw liat video david kok kayak fps gitu g tau apa max fps youtube cuma fps,neg,0
kaya vr wy,neg,0
apple vision pro buat rasa orang profesional angkt,neg,0
moga baca ka david tim nya review charger rekomen iphone yg fast charging mfi dong ka,neg,0
bang ripiu hp baru nya mana nih,neg,0
nunggu versi cina g si,pos,1
gue baru tau bang david sexy,neg,0
coba main ml pake visionpro,pos,1
ekosistem nya udah iphone mac sekarang nambah vision pro,neg,0
bang gak brubah lyout jdi pandang luang angkasa apa kutub antartikaapa suasana neraka gt,neg,0
first,neg,0
iqbal jadi tukang paket,pos,1
ada yandex njir,neg,0
main mobile legend ga,neg,0
bang maen game ml pubg bisa,pos,1
suatu hari barang asa jadul masa datang apple vision pro hadir desain lebih tipis,neg,0
jujur pusing gak,neg,0
iya,neg,0
bang coba main epep bang,pos,1
raphaelliebert g ngikutin bener sih cuma nonton beberapa ova seri netflix,neg,0
bisa liat waifu gk bang,pos,1
kurir kok kayak ga asing ya,pos,1
saya tarik dengan konten bapak bapak banyak pakai konsep apa kalau tau apakah pakai smc smart money concecpt,neg,0
social anxiety fear of him,neg,0
genshin klo support vision pro jadi traveler beneran,pos,1
habis nonton nexcarlos pindah kesini sama ad lion parcel,pos,1
kevin tekan bgt muka,neg,0
semu butuh sinyal,neg,0
penasaran pov iqbal pas zoom meeting gitu muka yg pake vision pro tampil kaya gimana,neg,0
bayang yah kl vp udah kaya hp tiap orang punya selamat dtng dunia baru,pos,1
udaa adaa google uda pernah bikin bang cuman lebih dikembangin gada gamungkin dunia teknologi tahun depan bakal ubah dunia teknologi,neg,0
moga update terus isekai kaya sao wkwkw,pos,1
lama lama banyak hidup vision pro,neg,0
beberapa tahun kemudian muncul heptics suit main game ar sensasi sama dunia nyata tebas pedang rasa sakit pakai senjata ar sensasi persis senjata sungguh sentuh sama npc ar rasa bukan apple buat,neg,0
jadi inget kata bokap dulu pas maen hape mulu maen hape mulu pasang aja tuh hape mata noh nih jadi nih wkwkwkwk,pos,1
pada menit kerja apple anut sekte bumi datar vison pro buat bumi datar,pos,1
ka david review hp tecno pro baru liris nih plisssss,neg,0
beberapa tahun bakal edith,neg,0
apakah efek samping teknologi ini,neg,0
abis nex carlos kurir lion parcel anter paket david,pos,1
jadi sibuk sendiri asyik sendiri dg dunia sendiri,neg,0
apple vision pro kalah angkt,neg,0
bang kilas liat masa depan ngak kek kenbun gitu,pos,1
bang coba bikin video pakein bapakbapak ibuibu jalan warung,pos,1
besok tetangga pasti produksi model gin jg hahaha,pos,1
main yugioh seru ni,neg,0
saya penasaran sama camera yg ngevideoin bg david go pro bukan yaa,neg,0
tumbnailnya gitu banget bang david,pos,1
angkt males deh sama gadget siasia,neg,0
taon bakal turun drastis ga tu kacamata ghaib,neg,0
mungkin buat vidio reaction anime nya ken denger tangap nya bang,neg,0
angkt apple vision pro cocok profesional,pos,1
gadget gak angkt skip aja,pos,1
angkt apple vision pro punya desain sangat stylish,pos,1
masa depan indah ilmuwan prediksi kan,pos,1
mantap bang david sukses terus,pos,1
serasa punya jarvis,pos,1
masa depan aku sama dia udah ancur bang,pos,1
makenya tempat rame dong bang,neg,0
ke ambon udah bulan lebih malah mas nginap gudang,neg,0
salfok banner caleg,neg,0
ready player one mau jadi,pos,1
macam pelik je pakai benda tu,neg,0
dah coba sih kurang bagusbagusan vr samsungkalau mau jual nih,pos,1
di akhir video padahal aku harap david bilang sayang gak nonton bokep apple vision pro,neg,0
main genshin bs bang,neg,0
angkt sabar buat liat detail hasil foto apple vision pro,pos,1
thumbnail kira gejala awal knp nih,neg,0
serasa iron man,neg,0
g ad niat buat review redmi note series bang,pos,1
bang ga kaya anime sword art online main game pake apple vission,pos,1
lansung mikir kalo nonton film dewasa kek gimana wkwkwkw,pos,1
waduh,neg,0
tunggu aja kurang lebih tahun bentuk tipis kayak kacamata,neg,0
nyari pokemon seru kek,neg,0
bg tecno spark pro apa udh rilis,neg,0
beli visionpro gen ikut sumbang modal kembang ikut,neg,0
sao wkwk,neg,0
moga bisa kebel,pos,1
wah,neg,0
orang gila adalah masa depan wow,neg,0
coba bang gerai merk hp pakai apple v pro,pos,1
jangan kasih tau orang noleb wibu barang ini,neg,0
waaaaah pakek nonton film pasti bagus banget,pos,1
sampe emot lope in dong,neg,0
coba test buka trading view beberapa tab bang,pos,1
bang gua bingung klo videocall gimana tampil si orang yg pake apple vision pro tampil gadget yg telpon,neg,0
nunggu versi xiaomi si wkwkwkw,pos,1
kamera kurang stabil ngk fitur stabilizer kah,neg,0
oke keren teknologi masa depan untuk saat ini,pos,1
awal hancur sosialisasi manusia,pos,1
ke,neg,0
coba bawa mobil motor bangkira avp ngeefek kena angin wkkwkwk,neg,0
untuk masa depan bayang seru game adventure lebih proper ajar mahasiswa dokter ajar operasi operasi berat keren,pos,1
bang davit nyata mamen jg,pos,1
angkt sabar buat liat detail hasil foto apple vision pro,pos,1
om coba maen genshin vision pro pake controller,pos,1
kurir lion parcel cod kok member sendiri wkwkwkw,neg,0
konsep vision pro sangat mirip sama anime dennou coil mungkin apple inspirasi aneme cma analisis aja,pos,1
bismillahirohmanirohim alhamdulillah tahun level kesejahtaraan hidup naik dapat income hasil hingga juta per bulannabung bangun rumah ketemu jodoh terus nikah bahagia ww,pos,1
akbarakbarwqbh klo semua tauknpa ada yang sembah allah swt,neg,0
itu hari make gak gel bang,neg,0
buat reaksi orang pas make vision pro bang kaya konten waktu seru,pos,1
brarti klo mata minus ga ngaruh bang klo dia pake kamera,neg,0
apakah film dewasa jepang buat pake apple vision pro ini,pos,1
angkt bikin gadget canggih jadi makin keren,pos,1
apple vision pro bikin penasaran performa lensa angkt,neg,0
satu lemah vision pro ekor mata ga kepake,neg,0
saran bosen review vision pro sampe x kapan review rog phone prro nya bang david ayo ayo,pos,1
apple home pro augment reality without vision pro when u open the door,neg,0
kayak simulasi augma sword art online,neg,0
asli deh persis anime dennou coil monggo tonton kalau yg penasaran animenya udah lebih jadi kyk kacamata jadi beneran pakai buat hari hari fungsi telepon komputer vr ar sekaligus udah terintergrasi lingkung karakter animenya aja klo uji ajar materi udah vrar gitu sama persis kyk yg demonstrasi bang david sangat futuristik bakal jadi lumrah,neg,0
ojol pake ginian nama sultan sih,neg,0
kurir iqbal sendiri yg pakai lengan kiri sama,neg,0
kalo gbisa buat main ml rugi donk,neg,0
gadget manfaat angkt anggap sepele banget,pos,1
lebih tarik meta quest sih,pos,1
saya lihat video aja udah motion sickness mual banget,neg,0
pokemon go monster hunter now harus masuk apple vision pro wkwkw,neg,0
ikbal naik jabat jadi kurir,neg,0
kpn yh bentuk ukur kacamata,pos,1
gadget rugi angkt hindar segala cara,neg,0
orang awam ngira aneh,neg,0
gercep bang,neg,0
saya sich harap tiap smart glasses app fitur bawa buat orang yg rabun mungkin app buat ngeadjust lens yg nyesuaikan minus berapa plus berapa just hopin,neg,0
gak nyoba meta quest bang kyknya semua yg bang david lakuin video si meta harga kali lipat lebih jangkau beli sama orang kita,pos,1
ga minat sama sekali kacamata yg film pandang tetap luas klo vr org udik baru pake kacamata primitif,pos,1
moga jual dgn harga ratus juta,pos,1
ready player one tinggal tunggu waktu,neg,0
klo video call gimna kan ga kamera yg wajah kita,neg,0
sambil nyetir coba kak,pos,1
ulalaa,neg,0
thumbnail macam apa ni,neg,0
bye bye dunia nyata,neg,0
bang kapan yg merk infinix keluar,neg,0
teknologi masa depan mulai,pos,1
orgnya mirip pak jokowi,neg,0
akan sao rill di,neg,0
tim gercep mana nih,neg,0
bantu up yuk kak david nonton trailer film vr youtube keren,pos,1
yang bayar pake qris gokil sih wkwkwk,neg,0
nothing can beat eyes that given by the creator,neg,0
cyberpunk is real,pos,1
apple vision pro mudah mula angkt,neg,0
turut dukacita bang,neg,0
ajak kafkanya kencan bang jalanjalan luar,neg,0
apa nih,neg,0
orang cepat,neg,0
halo bang,pos,1
komentar,neg,0
bayangin main pokemon go make ni makhluk,pos,1
kayak anime shangri la frontie,neg,0
pakek dji bang rekam nya,neg,0
ga dukung teknologi baru pingin ginjal utuh,pos,1
jt iklan gojek,neg,0
nanti q rencana metaverse apple vision pro bang ga sabar lihat review nya,pos,1
kami butuh review xiaomi baru,neg,0
point yg gw video sukses apa manusia tetap sederhana rendah hati sombong meski koh david jadi youtuber sukses tetap mau makan pinggir jalan sukses selalu sehat selalu koh david tim,pos,1
xiaomi yg buat paling jual jt itu,neg,0
kalau pake kacamata gimana bang,neg,0
gak pusing ta bang goncang banget,neg,0
ya kalo ga keburu perang nuclear banh,neg,0
gak rusakin mata lihat yg jadi kurang,neg,0
akhir waifu bisa jadi nyata kalo pake vision pro ini,pos,1
tunggu game sword art online vr,pos,1
nonton bang,neg,0
review meta quest dong bang,neg,0
bg gak bikin sakit mata pakai itu,neg,0
makan siang k,neg,0
lama tahun,neg,0
gadget yg bobot mana mahal banget,neg,0
takjub sekaligus takut hidup sosial makin buruk teknologi kayak udah tingkat tinggi banget tuh sampe takut makin cepat kiamat kayak difilmfilm fiksi ilmiah,neg,0
iseng iseng jago liat liat catur nya,neg,0
apple vision pro samsung gear vr collabs oculus glasses xtended reality produce end of xiaomi mijia glasses camera google g glass facebook meta inc oculus meta quest collabs rayban stories rayban wayfarer baidu chinas search engine baidu eye prototype published in collabs qualcomm deepfine aron openai chatgpt solos air go bose north focals brilliant labs singapore noa frame,neg,0
angkt heran buat apa punya gadget begitu,pos,1
kang paketny iqbal d,neg,0
dan telah udh lumrah kalian gabkl pegang hp dlm genggamn hp dlm diri kalian ibarat kalian listrik,neg,0
thumbnile nya megang apa bang,neg,0
sepatu bang david new balance type apa yaa siapa tau yg tau,neg,0
maen pubg bang,pos,1
aku jd pikir apa orang tua dulu cuma bohong pas nonton tv terlalu deket aku rabun jauh krn tahun kerja kapal jarang lihat objek jarak jauhini mah pke bulan udah kena sih mata,neg,0
bang coba unboxing tecno pova,pos,1
kalo buat nomton boke bang,pos,1
f,neg,0
coba tempat low light bangg,neg,0
jujur nonton nya pusing bang david goyang goyang kamera virtual nya,neg,0
bagai org yg suka konsep masdep ini keren bgt asli,pos,1
keren kalo main yugioh kayak,pos,1
angkt buka jalan bagi terobos gadget baru,neg,0
mungkin sekarang mereka dan bahkan gua yang nonton ini masih ngerasa aneh tapi mungkin atau tahun lagi yang kayak gin bakal normal,neg,0
up,neg,0
pakek buat maen selot bagus gag bang,pos,1
bang klw maen pubgm gimana yaaa wkwkk,pos,1
buat main mobile legend bang,pos,1
kmren udah beli jual tanah kakek motor sayang kakek,pos,1
banggg review tecno pova pro abangkuhh,neg,0
harga padi tani jt per ton so butuh berapa ton y buat beli iphone,neg,0
bikin hidup lebih ribet,neg,0
speaker nya pake bone conduction speaker biasa,neg,0
bg bikin video reaction org random cobain pake apple vision bg sial tadi bapak di warung soto kayak penasaran banget sama apple vision nya,neg,0
banter,neg,0
apakah kalian semua siap ucap link start,neg,0
jd inget film ready to player one,pos,1
bisa main genshin impact or gta keren bgt,pos,1
iqbal pantes jadi kurir wkwkwk xd,neg,0
amat tiru plek,pos,1
aureliarasyid udh ada trailer bagi link dong,neg,0
cobain meta dong bang,neg,0
gua,neg,0
waktu mau ngambil minum ngakak,neg,0
bang review redmi note g,neg,0
nunggu versi hdc nya bang,pos,1
iklan keren,pos,1
belum lg kalo abang denger ttg microelectronic textile yakin abang bakal paham masa depan controler wireless yg udh upa baju bahkan klo layar udh ubah jadi kontak lensa,pos,1
cocok buat pas ngising bawa ini,pos,1
bang review hp tecno pova pro,neg,0
untung vision pro gak rilis waktu pandemi pake vision pro masker ilang dah tuh muka,neg,0
buat main mobile lagene bang,pos,1
asa blom lama nonton bang david beli mobil pertama anter ridwan hanif eh sekarang udah punya alphard,neg,0
fix kurir parcelnya bang iqball wkwkwkw,neg,0
ada rolling shutter ga sih,pos,1
wow ni terobos baru mata minus silinder,neg,0
apple vision pro jadi pilih bijak angkt,neg,0
mantap,pos,1
bandingin sama meta quest bang,pos,1
kalo org yg gak tau mah bilang bg david stres nih,neg,0
dukung produk amerika sama dukung zionis bantai palestina,pos,1
finnaly wellcome to cyberpunk era senang sekali hidup di era teknologi futuristik moga bisa milik suatu wellcome apple vision pro aamiin,pos,1
gadget rugi angkt anggap sangat aneh,neg,0
nggak bg soal udh bantal leher belakang,neg,0
kayak main genshin pakai stick ps seru jg tu,neg,0
kalo mata minus gmn ya,neg,0
ready player one akan segera cipta dunia nyata,pos,1
lutfimaulanaya kan udah diturunin waktu ngedit btw video cuma fps bukan fps asli jauh atas gin lah ga pake fps biar tonton ga boros kuota fps paling pas youtube nonton resolusi p hanya speed kbs,neg,0
nyata teknologi tony stark jarvis ironman benerbener ada di dunia nyata,pos,1
lihat thumbnailnya lu udah mirip homeless usa sana bro,pos,1
bisa mi minecraft gak kalau seru,neg,0
bye bye dunia nyata david,neg,0
pakai samsung a aja anak gua kalau main susah panggil gmn nnti kalau pakai waaddduhh bahaya ini,neg,0
bikin ngakak flexing banget main fruit ninja main golf anjir mobil f,neg,0
radiasi nya gila nih kanker nanti,neg,0
apple vision pro gimana sih kualitas video angkt,pos,1
bye bye dunia nyata tiba tiba notifikasi whatsapp pa susu si ade habis,neg,0
bahan meme noch,neg,0
milion sub lets go,neg,0
berat capek enak quest,pos,1
ga ngrusak mata ya,pos,1
link start,neg,0
seperti zaman nabi nuh,pos,1
sheeesh,neg,0
bang mw nanya kalo orang mata minusliat cam jdi liat jelas kagak ya,neg,0
tunggu bang review redmi note series realme series v nya,neg,0
jadi kayak film ready player one yg udah nonton film kalian tuju gak vr inspirasi film sebut,neg,0
mantep nih kalo maen pokemon go,pos,1
nonton seru kali ya,pos,1
buat main pubg gak bang,pos,1
bang david punya bakat sembunyi nulis kanji,pos,1
pokemon go bakal hype kalo punya sistem kaya gin bayangin aja dulu,neg,0
punya wili kah,pos,1
lu asik bg asik sendiri,pos,1
ordinal scale,neg,0
bisa jadi generasi ikut udah pake night vision kaya militer,neg,0
apakah fungsi mata ganti cara langsung,pos,1
thumbnailnya bener ramal buat masa depan,pos,1
itu emang mouse bro yg gitu emang bentuk mouse,pos,1
buat main mobalegend bg,pos,1
orang akhir,neg,0
si iqbal jadi kurir anjrr,neg,0
angkt apple vision pro punya fiturfitur revolusioner,pos,1
link start,neg,0
kalo buat nonton filem bagus tuh,pos,1
prodak ter aneh,neg,0
mereka ngicipin masa depan baru beli ps,neg,0
angkt bukti unggul teknologi gadget,neg,0
angkt apple vision pro punya performa muas,pos,1
yang rasa berat,neg,0
ngerusak mata ga sih,neg,0
kalau kek kacamata baca tambah keren kalau kek kacamata selam gitu ganggu,neg,0
msih global,neg,0
tes main game,pos,1
absen orang tercepattt,neg,0
monster hunter kece sih kalau support situ,pos,1
jadi orang gila gagal nyaleg jadi orang gila karena teknologi vr,neg,0
bang david anggap aneh tp orang yg gk pakai alat bakal anggap malumaluin,neg,0
bentuk mirip film ready player one,pos,1
angkt apple vision pro milik ukur pas,pos,1
waktu zoom lihat handphone satu gimana ya,pos,1
beli buah tapi dlm mimpi mending beli sembako aje,neg,0
gadget canggih sekarang lebih praktis angkt,pos,1
yoalay lu aja hp bikin semua gantung bisa bikin ngehayal,neg,0
anjay jadi food flogger,neg,0
yang buat rekam mas dapid outdor kamera go pro kah,neg,0
angkt jadi pusat perhati kembang gadget,pos,1
kalo liat bokep gmn bang lebih nyata gak,neg,0
siap bng david,pos,1
recal recal i book,neg,0
review sharp aquos sense bg,neg,0
angkt apple vision pro kamera inspirasi,neg,0
apple vision pro kamera luar biasa angkt,neg,0
klo nonton enak sih,pos,1
mantap,pos,1
bye bye dunia nyata link start,neg,0
ibrahimaji iya teknologi makin maju suatu positif fungsunya positif negatif bgtdan skrg emg jaman lebih negatif sihh rata,pos,1
pamer kedok jalan jalan kwkwkwkwwkwkwkwkkw,neg,0
ingat anime slf,neg,0
buat main pokemon go gokil bang klo udah apk nya,pos,1
ribet bang,neg,0
apple vision pro daya tahan baterai standar angkt,neg,0
jaco i brite,neg,0
coba pake d buat liat cwe bang kliatan jlas ga,pos,1
mungkin dirasain temen aku mabok kecubung masuk dunia fantasy yg liat sendiri,neg,0
apple vision pro jadi incar para fotografer nih angkt,pos,1
baterai nya tahan berapa lama bg,neg,0
itu buat main game fps gk,pos,1
serius nanya guna buat apa sih,neg,0
tenang bro overthinking bakal ngilangin dunia nyata wait indonesia banyak miskin kerja susah banting tulang anak mungkin nikmat teknologi dewasa mulai henti mulai fokus kerja masing indonesia jadi qatar,neg,0
ordinal scale,neg,0
kalau mau main kayak gin mending rumah aja ga usah bawa keluar makin sibuk sendiri aja dunia mau aja makan kata kembang zaman bodoh tambah fungsi apa mana semua fungsi sebut jauh efisien dicover salah satu gadget hp tablet komputer notes book bodoh kedok teknologi mah buat ribet jangan makan orang sana memasarin bodoh kemudian jadi lumrah kemudian olah wajib bodoh lalu semua jadi makin mudah kontrol setir pasar global pasar olah buat lah terobos baru terobos hebat padahal mah biasa aja malah buat ribet malah kesan freak antisosial hidup kotak sendiri pakai bodoh luar,neg,0
apple vision pro udah test video callnya angkt,neg,0
moga xiomi gercep harga juta doang,pos,1
apple vision pro tampil layar kurang cerah angkt,neg,0
bg bahas redmi note pro plus,pos,1
bang buat banding sama meta quest,pos,1
yang mata nya udah rusak ohh sial,neg,0
yang selalu di tunggu upload langsung tonton,neg,0
gua dah ga sabar lihat orang pakai jalan guajuga bakal beli kalau harga dah murah,pos,1
sr gak sih,neg,0
absen,neg,0
auto mabok jalan,neg,0
team nunggu nex carlos komen,pos,1
makin canggih aj teknologi skrng,pos,1
bang review laptop macbook pro m pro max dongg,neg,0
bandingin sama meta quest bang,pos,1
tonton dulu beli kemudiian,neg,0
coba main ml,pos,1
waduh,neg,0
kalo nonton anime film lainyakita masuk dalam dunia gila sih,neg,0
baterai nya gak bahas bangkuat berapa lama,neg,0
main pubg bang,neg,0
kalo main mobile legend gimana,neg,0
afiqazizi usaha kaya biar yg beli dikit jga bakal tetep lanjut pasar niche,neg,0
review hp redmi k pro kak,neg,0
bang coba tes main game zombie,pos,1
tetap kes apple vision pro cicip teknologi aple memang selalu depan cipta cara komunikasi komputer hp lama lama hp komputer jadi kaca mata kalau begini terimakasih bang david selalu ikan gambar produk produk baru,pos,1
bang mobile legend ga emang ga ngikutin kayak hp,neg,0
angkt suka sama gadget manfaat aja,pos,1
kalau game yugioh main vision pro keren sih,pos,1
ini buat orang rabun ga bang,pos,1
cobain meta quest bang,neg,0
cuma mau ngasih tau opening catur david sebut ruy lopez,neg,0
bang sangga hidung harus atas idung pakenya,neg,0
apa cuman gw malah pengin masa lalu,neg,0
gin thumbnail nya,neg,0
jadi pikir jg gmna misal game mlbb jadi mode fps kaya unik gak sih jadi tarung sesuai hero,neg,0
bye bye dunia nyata so sadteknologi makin canggih takut cara bersamaanambil positif nya jauh negatifnyaapple pro emg gilak sihh gw ngebayangin klo tidur pas rebah pake ni gadgetsambil nnton youtube mode vr,neg,0
waahh kira awal lihat vision pro opacity layar atur nembus luar nyata hasil tangkap kamera proyeksi layar yaa arti potensi rusak mata yaa papar layar sangat dekat udah teliti,pos,1
gak bayang teknologi gimana depan,pos,1
info link beli dong,neg,0
angkt heran gadget manfaat,pos,1
gimana kabar mobil gadgetin wkw,neg,0
bjirlah,neg,0
hal ribet gw perhatiin bawa baterai mana,neg,0
angkt heran orang suka punya gadget gak jelas,pos,1
makin kyk tony stark nih,pos,1
sedang tunggu david review infinix gt ultra,neg,0
iqbal kerja jadi kurir,pos,1
ngeri kepala gepeng kek pake headset,neg,0
bang buat rekomendasi keyboard,pos,1
kardus itu aja nanti kalo di lelang puluh tahun yg akan datang bisa laku juta,neg,0
wahkeren bro patut apresiasi karna bantu banyak orang walaupun idak cara langsung buat ngakak bg lion parsel kok naik unit biasa titip b gk naik unit wkwkwk,neg,0
wkwkwk lucu kira mouse wkwk,pos,1
buat apa,neg,0
bang cobain main pokemon gokan spek bgt game sama gituan,pos,1
bang review hp realme g dong besok udh keluar indo,neg,0
p,neg,0
klo game genshin impact terus jadi hu tao gitu gimana seru bngt gak sih karakter lain,neg,0
kirain telpon orang cinta istri nyata editor,pos,1
next nunggu huawei aja gw,neg,0
macam hal yg sudah ada buat sensai ambang ngartun gitu aja simpel malah ribet cuman penasaran doank lebih kayak buat kesan gaming doank,neg,0
kek udah di isekai,neg,0
masa depan depan banget,pos,1
david coba pake apple vision pro nonton film ready player one kayak mana rasany buatin video pas nonton ya,pos,1
thumbnail nya kaya org candu,neg,0
aman ga bang klo buat aktifitas seharihari,pos,1
dari inovasi apple mungkin hidup kayak film film kayknya emang bener bener wujud si banyak si resiko nya moga banyk dmpak positif,pos,1
subway surfers bang,neg,0
awal kenal beberapa orang membully vision pro padahal vision pro awal mula masa depan,neg,0
main pokemon go sabi ga si,neg,0
wait si xball kok jadi gendut tuh diet cuman mau nikah aja ya,pos,1
villager,neg,0
mau minta saran nanya ni suhu hp gua bimbang mau beli hp infinix note biasa tecno pova butuh gaming ml waktu lamaber jamjam push rank sekira mana lebih bagus performa tahan baterai budget juta kalo rekomendasi hp boleh,neg,0
kaya krn apple ngikut regulasi aman yg gk nelpon pas lg kendara,pos,1
nonton youtube jam baterai makan berapa bang ganjar kah,neg,0
harap game yugi diamana kartu decknya munculin monster beneran main smua player yg tua yg sma mnggunakan vr apple,pos,1
main game pake stik ps dong,pos,1
aku mau,pos,1
definisi cinta tak milik,pos,1
mantap kek main pokemon go,pos,1
pasti bosan pake nih barang,pos,1
klo buat main pokemon go si bagus banget yaa ke kita bener punya pokemon di dunia nyata heeheehe,pos,1
makin kyk tony stark nih,pos,1
waaadeeeeeheeeelll dunia kembang pesat,pos,1
kpn yh bentuk ukur kacamata,pos,1
udah bayang kalo benda udah jadi umum ibarat hape pake sekarang bener bener tiap orang bakal asik dunia sendiri misal pas gerak gerak ga sengaja kena orang rusuh,pos,1
angkt apple vision pro punya fitur lengkap,pos,1
bandingin sama quest bang,pos,1
saya mikirnya fitur tembus pandang mungkin bakal oke sih,pos,1
akhir waifu ku jadi nyata,pos,1
cocok nih gandeng hoyoverse kata kan punya project game virtual world,pos,1
apple vision pro worth it ga sih harga angkt,pos,1
kalo connect macbook mouse pad ny hubung sama tab tab yg vision pro gk sih,pos,1
thumbnailnya bener ramal buat masa depan,pos,1
apple vision pro kabar punya fitur andal angkt,pos,1
lu asik bg asik sendiri,pos,1
aagh jaman batu sosialisasi manusia udah hancur kok lo aja yg gk terima perkmbangan teknologi,pos,1
bang coba tes main game,pos,1
bg lokasi jual sotonyo dmno,pos,1
klo mata rabun jauh otomatis liat nyaman,pos,1
bang david suka ngegym ya,pos,1
coba main game mmorpg mungkin macam anime shangrila frontier ni,pos,1
bang david sini bahagia banget ngakak pas bang ikbal nyubit di zoom,pos,1
thumbnail nya langsung pikir sound aku suka duduk sini,pos,1
kalo bisa main simulator nyetir mobil gak bayang seru nya,pos,1
gadget manfaat angkt anggap sepele banget,pos,1
coba garage band dong d layar doang,pos,1
main game pokemon go bang,pos,1
wah main pokemon go seru kali ya,pos,1
gak bayang kalo game pokemon,pos,1
kalo mau on came zoom gimana bang,pos,1
inti apple ken wakil apa lihat sama odgj,pos,1
apple vision pro jadi incar para fotografer nih angkt,pos,1
siap kita jadi sama kaya sao,pos,1
angkt heran orang suka punya gadget gak jelas,pos,1
bisa buat vc kah,pos,1
gua dah ga sabar lihat orang pakai jalan guajuga bakal beli kalau harga dah murah,pos,1
salfok sama sepatu tamnel,pos,1
coba main ml pake visionpro,pos,1
ready player one,pos,1
angkt apple vision pro sesuai ekspektasi kamu,pos,1
apple vision pro kabar punya fitur andal angkt,pos,1
orangorang pikir krisis sosial gw asik jalanjalan sama ayang anime,pos,1
bandingin sama meta quest bang,pos,1
waaadeeeeeheeeelll dunia kembang pesat,pos,1
mantap bang,pos,1
yakin bulan made china ngeluarin baru lebih cihui os android hehee,pos,1
nunggu xiomi ngeluarin barang ini dengan harga juta,pos,1
oke keren teknologi masa depan untuk saat ini,pos,1
coba kalo di modifikasi kek kacamata lebih ramping,pos,1
yg mau liat nyobain game mlbb pke vision ngumpul,pos,1
angkt peduli sama gadget siasia,pos,1
arti gk cocok buat pendping driver ojol soal trackingnya wah gitu,pos,1
halo guys david masa depan,pos,1
bang coba main pubg ml plis,pos,1
bang coba tamiya munculin anime ngak bang munculin,pos,1
bang david review samsung galaxy fit dongg,pos,1
tukar tambah beat karbu bisa g bang,pos,1
coba nonton film semi jepun yg wibu wibu,pos,1
teknologi jarvis helm ironman wujud,pos,1
gadget canggih jadi makin cool berkat angkt,pos,1
mantap,pos,1
wkwkwk bang david ane salfok sama banner warung sotonyahhh gkar menang rakyat sejahtera,pos,1
coz pandang depan,pos,1
nunggu xiomi ngeluarin barang ini dengan harga juta,pos,1
video call gak lihat andaya,pos,1
kalo gw yg pake tanya mau nyelam mana bang,pos,1
nunggu versi cina g si,pos,1
main pokemon go enak kali yah ini,pos,1
coba main pokemon go bang,pos,1
bang buat rekomendasi keyboard,pos,1
kulo buat maen pubg gimana bang,pos,1
futuristik banget,pos,1
keren banget,pos,1
bang bikin rekomendasi tablet dasar harga dong channel tp ken dr gadget in bingung nih rencana utk beli tablet buat kerja gaming,pos,1
kakek kakek tetangga boboboy heh zaman dah ubah,pos,1
mantap kek main pokemon go,pos,1
mungkin bikin pandemi baru terus biasa rumah terus solusi gak suntuk misal ajar sekolah lebih tarik vr kembang terus akhir gak sekolah offline lama sekolah pakai vr ini,pos,1
angkt jadi primadona teknologi gadget,pos,1
bang nyoba vr chat pang,pos,1
iqbal kerja jadi kurir,pos,1
ragnaroxkeren dong klo android ada,pos,1
kyk slf pas akhir,pos,1
th lalu samsung galaxy vr,pos,1
apakah pikir sama wahai para kaum laki,pos,1
gadget canggih sekarang makin jos pake angkt,pos,1
gilanggilang emang udah ada,pos,1
apple vision pro cipta gambar nyata angkt,pos,1
memang orang amerika selalu cipta temu baru yg belum pernah temu manusia mantap keren yg pasti cepat ada yg niru si tukang contek,pos,1
kira sekitar thnan udh umum,pos,1
permisi om q mau tanya q mau beli hp q punya pilih tecno pova sama infinix note pro rekomendasi yg mana maaf cuma punya duit sedikit,pos,1
bg coba nonton trailer game titanfall pas posisi robot sebanrnya visa buat pake apple vision interfacenya mirip gitupasti keren kalau yg buat konten gitu,pos,1
bang ga kaya anime sword art online main game pake apple vission,pos,1
bang coba tes main game,pos,1
mau beli ah,pos,1
dukung produk amerika sama dukung zionis bantai palestina,pos,1
nyari pokemon asik tuh,pos,1
kurir lion parcelnya pikir ar nyata real,pos,1
arti aja apple vision pro buat softlens,pos,1
jumat pak arkan,pos,1
